"Story","Title","Result","Date","Stability","Duration (s)"
"test",": Crear empleado en Dummy","SUCCESS","2021-03-18T23:28:39.77-05:00[America/Bogota]","0.0","11.23"
"test",": Consultar empleado en Dummy","SUCCESS","2021-03-18T23:28:51.013-05:00[America/Bogota]","0.0","0.95"
"test",": Actualizar empleado en Dummy","SUCCESS","2021-03-18T23:28:54.451-05:00[America/Bogota]","0.0","0.87"
